n1,n2,weight
58770,40035,-1
58771,58287,-1
58771,58286,-1
58772,40102,-1
40256,40053,1
40257,40055,1
58773,39990,-1
58774,40070,-1
58775,58270,-1
58776,39804,-1
58777,39800,-1
58778,39799,-1
58779,58227,-1
58780,39962,-1
58781,39800,-1
58782,39771,-1
58783,39825,-1
40258,39985,1
58784,39784,-1
58784,58145,-1
58785,39953,-1
58786,39961,-1
58787,40081,-1
58787,58315,-1
58788,39800,-1
40260,40247,1
40259,58889,1
40259,40313,1
58789,39961,-1
58790,39987,-1
58791,58324,-1
58791,58325,-1
58792,40091,-1
58793,58326,-1
58794,40104,-1
58795,40092,-1
58796,40100,-1
58797,40101,-1
58798,40101,-1
58799,40100,-1
58800,40090,-1
58801,40096,-1
58802,39831,-1
58803,39740,-1
58804,40018,-1
58805,40042,-1
58806,39804,-1
58807,39799,-1
58808,58371,-1
58809,39711,-1
58810,39908,-1
58811,58309,-1
58812,58341,-1
58812,40132,-1
58813,39691,-1
58814,40134,-1
58815,40132,-1
58815,58341,-1
58816,39739,-1
58817,58060,-1
58819,40142,-1
58818,39705,-1
58820,58119,-1
58820,39765,-1
40261,58092,1
40262,58092,1
40263,58092,1
40264,58092,1
40265,58092,1
58821,40144,-1
58822,40143,-1
58823,39921,-1
58824,39894,-1
58825,58151,-1
58825,58150,-1
58826,40149,-1
58826,58350,-1
58826,58351,-1
40266,39917,1
40267,58077,1
58827,39717,-1
58828,58113,-1
58828,58112,-1
58829,39727,-1
58830,40161,-1
58831,40149,-1
58831,58350,-1
58831,58351,-1
58832,58077,-1
58833,39984,-1
58834,39711,-1
58835,40029,-1
58836,39956,-1
58837,39963,-1
58838,58217,-1
58838,58216,-1
58839,39983,-1
58840,58149,-1
58841,39819,-1
58842,58083,-1
40268,39893,1
58843,39751,-1
40269,39882,1
40270,39931,1
58844,39721,-1
58845,58365,-1
58845,58364,-1
58846,39698,-1
58847,40063,-1
58848,39721,-1
58849,58135,-1
40271,39892,1
58850,58149,-1
58851,39559,-1
58852,58119,-1
58852,39765,-1
58853,39559,-1
58854,58165,-1
58855,39559,-1
58856,39853,-1
58857,58160,-1
58859,40158,-1
58858,39720,-1
58860,39767,-1
58860,58121,-1
58861,39725,-1
58862,39745,-1
40272,39873,1
40272,58186,1
40273,40177,1
58865,58711,-1
58864,58709,-1
58863,58710,-1
58866,58622,-1
58866,40195,-1
58866,40196,-1
40274,58680,1
40275,58571,1
40276,58571,1
40277,40177,1
58867,58702,-1
58868,58421,-1
58869,58693,-1
40278,40177,1
40279,40177,1
40280,40177,1
58870,58769,-1
58871,58628,-1
58872,58628,-1
40281,58666,1
40282,58571,1
40283,58571,1
40284,40180,1
58873,58467,-1
58874,58693,-1
58875,58398,-1
40285,40177,1
40286,40177,1
40287,58781,1
40288,40247,1
40289,58788,1
40289,40259,1
40289,40260,1
40290,40260,1
40290,40259,1
40290,58788,1
58876,40212,-1
40291,58619,1
40292,40207,1
40293,40207,1
40294,40227,1
40295,40227,1
40296,40227,1
40297,40227,1
40298,40214,1
40299,40217,1
40300,40216,1
40301,40217,1
40302,40214,1
40303,40214,1
40304,40217,1
40305,40216,1
58877,40232,-1
40306,58730,1
58878,40232,-1
40307,58571,1
40308,58571,1
58879,58558,-1
58880,40262,-1
58881,40263,-1
58882,40263,-1
58883,40263,-1
58884,58504,-1
58885,58700,-1
58886,58674,-1
58887,58693,-1
58888,58693,-1
40309,40243,1
40310,40243,1
40311,40243,1
40312,40247,1
58889,58702,-1
40313,58890,1
58890,58702,-1
40314,40177,1
58891,58730,-1
40315,58730,1
40316,40260,1
40316,58788,1
40316,40259,1
58892,58749,-1
58893,40232,-1
40317,58730,1
58894,40241,-1
58895,58702,-1
40318,58890,1
40319,40259,1
40319,58788,1
40319,40260,1
40320,58781,1
40321,58781,1
58896,58784,-1
40322,40247,1
40324,58788,1
40324,40260,1
40324,40259,1
40323,40288,1
40323,40289,1
58897,40213,-1
40325,58571,1
58898,58683,-1
58899,58813,-1
58900,58585,-1
58901,40277,-1
40326,40277,1
40327,40277,1
40328,40277,1
58902,58879,-1
40329,40279,1
40330,58876,1
40331,58876,1
58903,40306,-1
58904,40306,-1
58905,40306,-1
40332,58890,1
58906,40315,-1
58907,40315,-1
40333,58885,1
40334,40279,1
40335,58876,1
58908,40317,-1
40336,58867,1
40337,58867,1
58909,58901,-1
40338,40335,1
40339,40333,1
40340,40335,1
40341,40333,1
40342,40335,1
40343,40336,1
40344,40336,1
40345,40336,1
40346,40345,1
40347,57952,1
40348,57952,1
40349,57952,1
40350,57952,1
40351,57952,1
40352,57952,1
40353,57952,1
58910,39927,-1
58911,39927,-1
58912,39744,-1
58913,39744,-1
58914,39744,-1
40354,39451,1
40355,39421,1
40356,58006,1
40357,58006,1
40358,58006,1
40359,58006,1
40360,58006,1
40361,58006,1
40362,58006,1
40363,58006,1
40364,58006,1
40365,58006,1
40366,58006,1
40367,58006,1
58915,58006,-1
58916,58006,-1
58917,58006,-1
58918,58370,-1
58919,58370,-1
58920,40044,-1
40368,58045,1
58921,39532,-1
58922,39765,-1
58922,58119,-1
58923,39792,-1
58924,39798,-1
58925,39493,-1
58926,39493,-1
58927,39493,-1
58928,39493,-1
58929,39984,-1
58930,39984,-1
58931,58209,-1
58931,58208,-1
58932,58209,-1
58932,58208,-1
58933,58208,-1
58933,58209,-1
58934,57974,-1
58935,57974,-1
58936,39916,-1
40369,58012,1
40370,58012,1
58946,40132,-1
58946,58341,-1
40384,57969,1
58947,39513,-1
58948,58856,-1
58949,58257,-1
58949,40006,-1
58949,58258,-1
58950,58257,-1
58950,40006,-1
58950,58258,-1
40385,39448,1
40386,39448,1
58951,39502,-1
58952,40261,-1
58953,40127,-1
58954,40127,-1
58955,40127,-1
40387,57987,1
40388,57987,1
40389,57987,1
40390,57987,1
40391,57987,1
58956,40033,-1
58957,40033,-1
58958,40033,-1
58959,40010,-1
58960,40010,-1
58961,39736,-1
58962,40038,-1
58963,39452,-1
40392,57986,1
40393,57948,1
40394,57948,1
40395,57948,1
40396,57948,1
40397,57948,1
40398,57948,1
40399,57948,1
58964,57996,-1
58964,39500,-1
58965,40164,-1
40406,39477,1
40407,39477,1
58966,57995,-1
58967,57995,-1
58968,57995,-1
58969,57995,-1
58970,39501,-1
58971,39714,-1
58972,39714,-1
58973,39714,-1
58974,39997,-1
58975,39997,-1
58976,39997,-1
58977,39691,-1
58978,39691,-1
58979,39691,-1
58980,40023,-1
58981,40023,-1
40409,39490,1
40410,58638,1
58982,40129,-1
58983,57876,-1
40411,58039,1
40412,58039,1
58984,40140,-1
40413,40108,1
40414,40108,1
40415,40108,1
40416,40108,1
40417,40108,1
40418,40108,1
40419,40108,1
58985,40037,-1
58986,40037,-1
58987,39872,-1
58988,39872,-1
58989,40161,-1
58990,40161,-1
58991,57963,-1
58992,58827,-1
58993,58827,-1
40420,57941,1
40421,57941,1
40422,57941,1
40423,57941,1
40424,57941,1
40425,58000,1
40426,58000,1
58994,58148,-1
58995,58148,-1
40427,57945,1
40428,57945,1
40429,57945,1
40430,57945,1
40431,57945,1
40432,57945,1
58996,39953,-1
58997,39953,-1
40433,39413,1
40434,39413,1
58998,39413,-1
58999,39413,-1
59000,39843,-1
40435,39426,1
59001,58310,-1
40436,57943,1
40437,57943,1
40438,57943,1
40439,57943,1
59002,40160,-1
59003,40160,-1
59004,40160,-1
59005,40262,-1
59006,40262,-1
59007,39867,-1
40440,57905,1
40441,57905,1
40442,57905,1
59008,57905,-1
59009,57905,-1
59010,57905,-1
59011,57905,-1
59012,57905,-1
40443,57903,1
40444,57903,1
40445,57903,1
59013,39527,-1
40446,57998,1
40447,57998,1
40448,57998,1
40449,57944,1
40450,57944,1
59014,58356,-1
40451,39425,1
59015,39996,-1
40452,57947,1
40453,57947,1
40454,57947,1
40455,57947,1
40456,57947,1
59076,39749,-1
59077,58332,-1
40529,39464,1
40530,39427,1
40531,39427,1
59078,40146,-1
59079,40146,-1
59080,40146,-1
59081,39509,-1
59082,39920,-1
59083,39920,-1
40532,57950,1
40533,57950,1
40534,57950,1
40535,57950,1
40536,57950,1
59084,58253,-1
59084,39998,-1
59085,58253,-1
59085,39998,-1
59086,39998,-1
59086,58253,-1
59087,39998,-1
59087,58253,-1
59088,39998,-1
59088,58253,-1
59089,40028,-1
59090,40028,-1
59091,40028,-1
59092,58363,-1
59093,39390,-1
59094,39390,-1
59095,39390,-1
40537,58852,1
40538,57929,1
40539,57929,1
40540,57929,1
40541,57900,1
40542,57900,1
40543,57900,1
59096,40046,-1
59097,58029,-1
59097,39525,-1
59098,58259,-1
59098,58260,-1
59099,58260,-1
59099,58259,-1
59100,58259,-1
59100,58260,-1
59101,40231,-1
59102,40134,-1
59103,39815,-1
40544,57951,1
40545,57951,1
40546,57951,1
40547,57951,1
40548,57951,1
59111,40264,-1
59112,39986,-1
59113,40005,-1
59113,58255,-1
59113,58256,-1
40553,39405,1
40553,39404,1
40553,57888,1
59114,57888,-1
59114,39404,-1
59114,39405,-1
40556,39985,1
40557,57954,1
40558,57954,1
40559,39936,1
40560,39936,1
59117,39921,-1
40561,39459,1
40562,39459,1
59118,39459,-1
59119,39731,-1
40563,39423,1
59120,57988,-1
59121,39469,-1
59122,39469,-1
59123,58132,-1
59124,58132,-1
59126,39687,-1
59127,40049,-1
59128,40049,-1
59129,40049,-1
59131,39710,-1
59132,39775,-1
40569,39702,1
40570,39511,1
40571,39511,1
40572,39511,1
40573,58134,1
59133,40070,-1
59134,40145,-1
40574,39462,1
40575,39462,1
40576,39462,1
59135,39959,-1
59136,39959,-1
59137,39959,-1
59138,39959,-1
59139,39959,-1
59140,39420,-1
40577,39488,1
40578,58578,1
59141,40034,-1
59142,40047,-1
40579,80607,1
59143,58104,-1
59144,39389,-1
59145,39983,-1
59146,39983,-1
40580,39471,1
40581,39471,1
59147,39471,-1
59148,39471,-1
59149,39471,-1
59150,57980,-1
59151,39711,-1
59153,58147,-1
59153,58146,-1
59154,39995,-1
59155,40130,-1
59156,57935,-1
59156,57934,-1
59156,57936,-1
59157,57936,-1
59157,57934,-1
59157,57935,-1
59158,57936,-1
59158,57934,-1
59158,57935,-1
59159,57934,-1
59159,57935,-1
59159,57936,-1
59160,57936,-1
59160,57934,-1
59160,57935,-1
59161,39510,-1
59162,39496,-1
40582,58734,1
40582,58735,1
59163,58131,-1
59164,39503,-1
59165,39733,-1
59166,40045,-1
59167,39394,-1
59167,57884,-1
59167,39393,-1
59167,57883,-1
40583,58037,1
40583,58038,1
59168,39712,-1
59169,39715,-1
59170,39715,-1
40584,39533,1
40585,39533,1
59171,58210,-1
59171,58211,-1
59172,58210,-1
59172,58211,-1
40600,57940,1
40601,57940,1
40602,57940,1
40603,57940,1
40604,57924,1
59173,58181,-1
59173,58180,-1
59174,58181,-1
59174,58180,-1
40605,57982,1
59176,57925,-1
59177,39924,-1
59178,39735,-1
59179,39735,-1
59180,39926,-1
59181,57933,-1
40608,39461,1
40609,58010,1
40610,58010,1
59182,39713,-1
59183,39713,-1
59184,39942,-1
40611,57997,1
40612,57997,1
59185,57997,-1
59186,58710,-1
40613,57869,1
59187,40012,-1
40614,39457,1
40615,39457,1
59188,39681,-1
59189,39681,-1
59190,40027,-1
59191,39526,-1
59192,58008,-1
59193,58008,-1
40616,40054,1
59194,40025,-1
59195,58625,-1
59196,58217,-1
59196,58216,-1
40617,57946,1
40618,57946,1
59197,39680,-1
40619,39424,1
40620,39424,1
59198,57981,-1
40621,39546,1
59199,58159,-1
59200,39483,-1
59201,39483,-1
59202,39463,-1
40622,39458,1
40623,39458,1
59203,39770,-1
59203,58124,-1
40624,58017,1
40624,58014,1
40624,58015,1
40624,58018,1
40624,58016,1
40625,58018,1
40625,58016,1
40625,58017,1
40625,58014,1
40625,58015,1
40626,58014,1
40626,58018,1
40626,58016,1
40626,58015,1
40626,58017,1
59204,58018,-1
59204,58015,-1
59204,58017,-1
59204,58014,-1
59204,58016,-1
59205,58015,-1
59205,58018,-1
59205,58017,-1
59205,58014,-1
59205,58016,-1
59206,58015,-1
59206,58014,-1
59206,58018,-1
59206,58017,-1
59206,58016,-1
59207,40111,-1
40627,58004,1
59208,58004,-1
59209,58004,-1
59210,58004,-1
59211,58004,-1
59212,58004,-1
59213,58004,-1
59214,58004,-1
40628,58790,1
40629,58790,1
40630,58790,1
59215,58790,-1
59216,58790,-1
59217,58790,-1
59219,57865,-1
59220,57865,-1
40633,58551,1
40634,58551,1
40635,58551,1
40636,58551,1
59221,57971,-1
59222,57971,-1
59223,57971,-1
59224,57971,-1
59225,58040,-1
59226,39967,-1
59227,58313,-1
59228,58650,-1
40637,57999,1
40638,57999,1
40639,57999,1
59229,39893,-1
59230,40267,-1
59231,39392,-1
40640,57927,1
40641,58075,1
40642,58075,1
40643,58075,1
59233,39419,-1
59242,80644,-1
40655,58307,1
40656,58307,1
40657,58307,1
59244,40035,-1
59245,40035,-1
59246,40035,-1
59247,40030,-1
59248,58311,-1
59249,58632,-1
59253,40139,-1
40659,39882,1
40660,39882,1
40661,39882,1
59254,40263,-1
59255,39722,-1
59256,39899,-1
59257,39494,-1
40662,80664,1
40663,80664,1
40664,80664,1
59258,40131,-1
59259,40131,-1
40665,58050,1
59260,39788,-1
40666,39917,1
59261,39915,-1
59262,39915,-1
59263,58277,-1
59264,39909,-1
40667,57902,1
59265,57902,-1
59266,39716,-1
59267,39928,-1
40668,40052,1
40669,40052,1
40670,40052,1
40671,40052,1
40672,40052,1
40673,57953,1
40674,57953,1
59268,58108,-1
59269,58121,-1
59269,39767,-1
40676,39406,1
40676,57889,1
59270,39750,-1
40677,40055,1
40678,40055,1
40679,40055,1
59271,57896,-1
40680,39531,1
59272,39531,-1
59273,39990,-1
59274,39990,-1
59275,58263,-1
59275,40009,-1
59276,40009,-1
59276,58263,-1
59277,57994,-1
59278,57994,-1
59279,57994,-1
59280,57994,-1
40681,40053,1
40682,40053,1
40683,40053,1
40684,40053,1
59281,39545,-1
40688,40156,1
40689,57942,1
40690,57942,1
40691,57942,1
59282,40007,-1
59283,40007,-1
59284,40007,-1
40692,39529,1
59285,39529,-1
59286,39529,-1
59287,40168,-1
59288,58254,-1
59288,39999,-1
59289,58254,-1
59289,39999,-1
59290,58254,-1
59290,39999,-1
59291,39999,-1
59291,58254,-1
59292,39789,-1
59293,58077,-1
59294,58077,-1
59295,40089,-1
59296,40089,-1
40693,57901,1
40694,57901,1
59297,39952,-1
40695,39465,1
59298,39465,-1
59303,39730,-1
40702,39391,1
59304,40170,-1
59305,40170,-1
59306,40170,-1
59307,40170,-1
40703,39489,1
40704,57926,1
59308,39878,-1
59309,39751,-1
59310,39430,-1
40705,39460,1
40706,39460,1
59311,58226,-1
59311,58225,-1
59312,58312,-1
59313,58312,-1
40707,58041,1
40708,58007,1
40709,58007,1
40710,58007,1
59314,58007,-1
59315,58007,-1
59316,39554,-1
59317,58556,-1
59318,58262,-1
59318,40008,-1
59318,58261,-1
59319,58262,-1
59319,58261,-1
59319,40008,-1
40711,39485,1
59320,39485,-1
40712,58049,1
40713,57949,1
40714,57949,1
40715,57949,1
40716,57949,1
40717,57949,1
40718,39414,1
59321,40004,-1
59322,40004,-1
59323,40004,-1
59324,40004,-1
59325,58738,-1
59326,80642,-1
